State Bucket,Draw Call #,GPUTime (ms),GPUBusy (%),TessellatorBusy (%),VSBusy (%),VSTime (ms),HSBusy (%),HSTime (ms),DSBusy (%),DSTime (ms),GSBusy (%),GSTime (ms),PSBusy (%),PSTime (ms),CSBusy (%),CSTime (ms),PrimitiveAssemblyBusy (%),TexUnitBusy (%),DepthStencilTestBusy (%),VSVerticesIn,VSVALUInstCount,VSSALUInstCount,VSVALUBusy (%),VSSALUBusy (%),HSPatches,HSVALUInstCount,HSSALUInstCount,HSVALUBusy (%),HSSALUBusy (%),GSPrimsIn,GSVerticesOut,GSVALUInstCount,GSSALUInstCount,GSVALUBusy (%),GSSALUBusy (%),PSPixelsOut,PSExportStalls (%),PSVALUInstCount,PSSALUInstCount,PSVALUBusy (%),PSSALUBusy (%),TexTriFilteringPct (%),TexVolFilteringPct (%),TexAveAnisotropy,State Hash
glDrawArrays,59,0.00304,100,1.18267,11.1855,0.00034004,0,0,0,0,49.0509,0.00149115,0,0,0,0,4.75563,5.05486,0,36,8,2,0.00178113,0.000890567,0,0,0,0,0,12,72,472,27,0.0771766,0.00882953,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,329,0.00288,100,0.732229,11.8326,0.000340778,0,0,0,0,50.0406,0.00144117,0,0,0,0,4.54114,2.91568,0,36,8,2,0.00110275,0.000551377,0,0,0,0,0,12,72,472,27,0.077438,0.00885943,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,299,0.00288,100,0.842383,13.0645,0.000376259,0,0,0,0,50.5335,0.00145537,0,0,0,0,5.26489,3.69304,0,36,8,2,0.00126865,0.000634325,0,0,0,0,0,12,72,472,27,0.0652511,0.00746516,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,309,0.00288,100,0.7311,11.6095,0.000334354,0,0,0,0,51.0538,0.00147035,0,0,0,0,4.47248,2.51921,0,36,8,2,0.00110105,0.000550527,0,0,0,0,0,12,72,472,27,0.0785076,0.0089818,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,89,0.00288,100,1.11167,10.1323,0.000291809,0,0,0,0,50.956,0.00146753,0,0,0,0,4.54378,4.29265,0,36,8,2,0.0016742,0.0008371,0,0,0,0,0,12,72,472,27,0.0652078,0.00746021,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,164,0.00272,100,0.606914,9.462,0.000257367,0,0,0,0,40.7813,0.00110925,23.8789,0.000649506,0,0,3.99247,7.03526,0.0667239,36,8,2,0.000914027,0.000457013,0,0,0,0,0,12,72,472,27,0.0529271,0.00605522,784,0,34,4,0.106868,0.0251454,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,269,0.00272,100,0.551477,8.69406,0.000236479,0,0,0,0,37.6485,0.00102404,32.4835,0.00088355,0,0,3.74157,19.0467,0.545663,36,8,2,0.000830537,0.000415269,0,0,0,0,0,12,72,472,27,0.0490498,0.00561163,2986,0,34,4,0.33961,0.0799083,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,28,0.00272,100,1.18483,11.0774,0.000301305,0,0,0,0,50.2839,0.00136772,0,0,0,0,4.99268,4.57514,0,36,8,2,0.00178438,0.000892188,0,0,0,0,0,12,72,472,27,0.0773284,0.00884689,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,279,0.00256,100,0.725208,11.5596,0.000295927,0,0,0,0,50.705,0.00129805,0,0,0,0,4.47575,2.52512,0,36,8,2,0.00109218,0.00054609,0,0,0,0,0,12,72,472,27,0.0778775,0.00890971,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,147,0.00256,100,0.497669,7.85028,0.000200967,0,0,0,0,34.525,0.000883839,64.9183,0.00166191,0,0,3.35927,46.4706,2.45986,36,8,2,0.000749502,0.000374751,0,0,0,0,0,12,72,472,27,0.0449716,0.00514505,12957,0,34,4,1.33685,0.314553,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,249,0.00256,100,0.481299,7.6138,0.000194913,0,0,0,0,33.4683,0.000856788,73.7006,0.00188674,0,0,3.16903,48.003,3.59597,36,8,2,0.000724848,0.000362424,0,0,0,0,0,12,72,472,27,0.0424003,0.00485088,23357,0.18786,34,4,2.21259,0.52061,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
